WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,WS10M,XGB_fnn_original
6.2,89.46,26.0,5.66,-0.8878153851,0.019999999999996,29.2,-0.4601997848,88.14,1,28.06,1009.9,6.0,6.28,6.084990999824151
6.28,88.49,25.87,2.65,-0.9390942521,0.0400000000000062,28.4,-0.3436596946,89.46,1,27.84,1010.2,6.0,5.9,5.8851885829412955
5.9,86.82,25.59,0.55,-0.9593139745,-0.0999999999999943,29.2,-0.2823414568,88.49,1,28.54,1010.3,6.0,5.47,5.593222073571328
5.47,85.12,25.6,0.34,-0.9329535348,0.0099999999999909,29.3,-0.3599968081,86.82,1,28.78,1009.3,5.0,6.24,5.603230800325408
6.24,84.57,25.58,0.66,-0.9258705848,0.0499999999999971,28.5,-0.3778407868,85.12,1,28.17,1009.4,6.0,6.7,6.65124275468572
6.7,85.57,25.32,0.72,-0.8703556959,-0.0299999999999869,28.4,-0.4924235601,84.57,1,28.43,1009.7,7.0,6.16,5.7769147604500555
6.16,84.98,25.18,0.56,-0.8771461637,-0.0400000000000062,28.4,-0.4802234974,85.57,1,28.93,1009.5,5.0,5.1,5.377496225014039
5.1,87.05,25.32,0.65,-0.7738402097,-0.0300000000000011,29.0,-0.6333808726,84.98,1,28.93,1008.8,4.0,5.0,4.782244944228027
5.0,86.63,25.51,6.24,-0.7144726796,0.0999999999999943,28.8,-0.6996633405,87.05,1,28.87,1009.1,6.0,5.34,5.0936442868485505
5.34,86.87,25.65,4.13,-0.6360782203,0.0100000000000051,28.2,-0.7716245834,86.63,1,28.47,1009.9,7.0,5.18,5.177612911717888
5.18,88.88,25.98,4.67,-0.70463421,-0.019999999999996,28.4,-0.7095707365,86.87,1,28.07,1009.9,7.0,5.31,5.374489917352354
5.31,86.67,25.97,2.83,-0.796529918,-0.0400000000000062,28.4,-0.6045991149,88.88,1,28.96,1009.1,5.0,4.72,4.8975327683153935
4.72,86.99,25.77,0.73,-0.9010770213,-0.0799999999999983,28.1,-0.4336590846,86.67,1,28.84,1009.0,5.0,4.84,4.555116051726459
4.84,86.25,25.8,1.65,-0.7705132428,0.0300000000000011,29.2,-0.6374239897,86.99,1,28.37,1008.5,6.0,5.62,5.2721292166193425
5.62,89.36,25.14,2.25,-0.6170358751,0.0999999999999943,29.5,-0.786935022,86.25,1,27.54,1009.0,6.0,4.89,5.02231413205842
4.89,87.35,25.12,0.96,-0.786935022,-0.019999999999996,29.2,-0.6170358751,89.36,1,28.87,1009.2,6.0,4.17,4.642156429954978
4.17,87.23,25.66,0.53,-0.8633955506,0.0700000000000073,29.2,-0.5045276238,87.35,1,28.22,1009.8,5.0,5.51,4.942274810697367
5.51,87.73,25.61,0.92,-0.8804773535,-0.0300000000000011,27.6,-0.474088209,87.23,1,27.99,1010.0,6.0,6.14,5.512824892654659
6.14,84.16,25.47,0.56,-0.9142539552,-0.0799999999999983,26.6,-0.4051415868,87.73,1,26.8,1009.6,6.0,7.08,6.8997431900399295
7.08,83.09,25.25,4.15,-0.8902128046,-0.0200000000000102,28.2,-0.4555449072,84.16,1,27.78,1008.7,7.0,6.09,6.195513065621688
6.09,84.6,24.98,4.0,-0.8452618332,0.0799999999999983,27.8,-0.5343523494,83.09,1,28.69,1008.5,6.0,5.78,5.796087674431554
5.78,87.3,24.96,14.09,-0.9114032766,0.0400000000000062,27.9,-0.4115143586,84.6,1,28.16,1009.3,6.0,6.39,6.195955285841824
6.39,86.24,25.05,7.42,-0.9829353491,-0.0100000000000051,27.7,-0.1839513506,87.3,1,27.98,1010.6,5.0,5.36,5.852776378201232
5.36,85.38,25.16,0.54,-0.9897762309,-0.0899999999999892,28.5,-0.1426289337,86.24,1,28.4,1009.7,5.0,4.56,5.14983424801947
4.56,86.2,25.62,0.58,-0.9989705698,-0.0900000000000034,29.4,-0.04536298813,85.38,1,28.52,1009.0,4.0,5.11,4.933256826594417
5.11,88.3,25.63,1.95,-0.9955619646,0.0,29.6,-0.09410831332,86.2,1,28.56,1008.1,5.0,5.02,4.9086322628272
5.02,84.14,25.05,0.82,-0.9948807088,0.0600000000000022,29.2,-0.1010562972,88.3,1,28.31,1008.4,6.0,5.65,5.639204048618034
5.65,85.01,25.38,0.24,-0.9985366703,0.039999999999992,29.1,-0.05407881298,84.14,1,28.66,1009.1,3.0,5.31,5.091476553468758
5.31,84.34,25.36,0.04,-0.9991228301,0.0300000000000011,29.0,-0.04187565373,85.01,1,28.63,1009.4,3.0,4.95,4.874091014821728
4.95,86.73,25.14,0.52,-0.984807753,0.0300000000000011,28.8,-0.1736481777,84.34,1,28.59,1009.8,6.0,4.96,5.038127709250744
4.96,82.58,25.23,1.72,-0.9983418166,0.0700000000000073,29.2,-0.05756402696,86.73,1,28.26,1010.4,5.0,5.89,5.754239158293739
5.89,83.59,25.13,2.79,-0.9999619231,-0.1099999999999994,29.1,-0.008726535498,82.58,1,28.99,1009.8,7.0,5.44,5.940462379533531
5.44,86.44,25.15,4.99,-0.9547607995,0.019999999999996,29.1,-0.2973748741,83.59,1,27.75,1009.7,4.0,5.39,5.0535848099046845
5.39,84.91,24.82,5.72,-0.9040825497,0.0499999999999971,27.6,-0.4273578634,86.44,1,27.76,1009.7,8.0,5.83,5.334556110340306
5.83,84.86,24.94,3.38,-0.959805292,0.0100000000000051,26.8,-0.2806667089,84.91,1,27.99,1010.5,5.0,5.35,5.46450171331918
5.35,85.72,25.22,1.71,-0.9995598601,-0.0500000000000113,28.4,-0.02966624409,84.86,1,28.26,1010.9,5.0,5.99,5.31283434644392
5.99,84.99,25.1,0.76,-0.9999451694,-0.039999999999992,28.8,0.01047178412,85.72,1,28.43,1010.1,6.0,4.29,5.206180705736191
4.29,85.79,24.99,0.13,-0.9727758782,0.0,28.9,-0.2317479035,84.99,1,27.99,1009.9,6.0,4.88,4.7820199802875125
4.88,85.24,25.29,0.2,-0.94776841,0.0799999999999983,29.1,-0.3189593093,85.79,1,28.38,1010.0,4.0,4.88,5.019933328082214
4.88,86.53,25.27,0.31,-0.8917975296,0.0100000000000051,29.2,-0.4524347093,85.24,1,27.82,1010.5,5.0,4.82,5.059533325818463
4.82,85.31,25.01,0.22,-0.9390942521,-0.1000000000000085,28.8,-0.3436596946,86.53,1,28.69,1010.3,5.0,5.54,5.271470101743456
5.54,85.46,25.48,0.37,-0.9163627296,-0.0499999999999971,29.4,-0.4003490326,85.31,1,28.57,1009.5,6.0,6.12,5.72955451098761
6.12,86.01,25.22,1.21,-0.8902128046,0.0700000000000073,29.1,-0.4555449072,85.46,1,28.49,1008.9,6.0,5.68,5.916899857817173
5.68,86.72,25.43,6.03,-0.7313537016,0.0099999999999909,27.9,-0.6819983601,86.01,1,28.51,1009.4,7.0,5.51,5.419459861480537
5.51,83.93,25.17,1.56,-0.6717205893,-0.0499999999999971,27.8,-0.7408045963,86.72,1,29.31,1009.6,4.0,5.2,5.107260640001381
5.2,83.64,25.57,0.8,-0.8933713883,0.0799999999999983,27.5,-0.4493189986,83.93,1,28.85,1008.6,5.0,5.53,5.459836120187501
5.53,84.04,25.66,0.45,-0.9211854056,-0.0300000000000011,28.9,-0.3891239501,83.64,1,28.6,1009.4,5.0,4.98,5.342128989738711
4.98,85.39,26.02,0.27,-0.8925858185,-0.0499999999999971,29.9,-0.4508775407,84.04,1,28.4,1009.3,6.0,5.23,5.440477844820567
5.23,84.24,25.85,0.09,-0.9573194975,-0.0400000000000062,29.6,-0.2890317969,85.39,1,28.59,1008.7,7.0,4.75,5.522072113289412
4.75,85.01,25.79,0.21,-0.9460853588,-0.1199999999999903,29.8,-0.3239174182,84.24,1,29.68,1008.4,6.0,4.07,4.3092121686472655
4.07,86.79,25.8,0.32,-0.9438009516,0.039999999999992,29.2,-0.3305143927,85.01,1,29.11,1007.2,7.0,5.27,5.39786369829401
5.27,85.01,25.97,0.44,-0.9455185756,0.1500000000000056,29.2,-0.3255681545,86.79,1,29.15,1007.9,7.0,6.01,5.812574052666437
6.01,85.01,25.92,1.53,-0.9460853588,0.0999999999999943,29.4,-0.3239174182,85.01,1,29.04,1009.7,7.0,6.32,6.029056291980448
6.32,84.05,25.18,2.64,-0.9755345439,-0.0099999999999909,28.9,-0.2198462044,85.01,1,28.08,1009.9,7.0,5.51,5.59449673733449
5.51,82.58,25.04,1.89,-0.94776841,-0.0700000000000073,29.4,-0.3189593093,84.05,1,29.11,1010.1,7.0,5.89,5.969924709468412
5.89,83.77,25.68,1.49,-0.9128341772,-0.0099999999999909,29.6,-0.4083304604,82.58,1,28.95,1009.5,6.0,5.82,5.97911120436694
5.82,85.01,25.47,3.19,-0.8925858185,0.0499999999999971,29.2,-0.4508775407,83.77,1,28.72,1009.9,5.0,6.14,5.927171178390195
6.14,84.47,25.51,1.56,-0.9505157316,0.019999999999996,29.3,-0.3106764296,85.01,1,28.91,1009.7,5.0,6.52,5.9735022581900745
6.52,85.67,25.44,0.89,-0.9654726309,-0.0300000000000011,29.4,-0.2605045086,84.47,1,28.8,1010.2,6.0,6.72,6.458608269435448
6.72,86.49,25.87,3.0,-0.9743700648,-0.1499999999999914,29.1,-0.2249510543,85.67,1,28.77,1009.8,6.0,6.83,6.854976870152986
6.83,86.53,25.62,5.38,-0.9645574185,-0.0900000000000034,29.1,-0.26387305,86.49,1,28.6,1008.0,7.0,7.04,6.632739141824045
7.04,86.34,25.68,4.51,-0.9483236552,-0.0100000000000051,28.9,-0.3173046564,86.53,1,28.48,1007.7,7.0,6.67,6.594666376654715
6.67,87.41,25.34,5.62,-0.9360595357,0.0600000000000022,28.6,-0.3518416484,86.34,1,27.83,1007.3,7.0,6.07,6.273809134362239
6.07,82.84,25.14,5.68,-0.8925858185,0.1200000000000045,28.9,-0.4508775407,87.41,1,28.59,1007.9,7.0,5.83,5.926588997242336
5.83,85.12,25.36,1.25,-0.9070440143,-0.0100000000000051,29.1,-0.4210358134,82.84,1,28.81,1008.5,5.0,5.4,5.532124433133121
5.4,84.92,24.92,4.2,-0.9521293927,-0.0400000000000062,28.8,-0.305695305,85.12,1,28.07,1008.6,7.0,5.11,5.437097959583077
5.11,85.83,25.1,2.34,-0.9967788785,0.0600000000000022,28.6,-0.08019892433,84.92,1,28.0,1008.8,6.0,5.81,5.331309064730412
5.81,83.6,24.71,0.62,-0.9921147013,0.0300000000000011,28.2,-0.1253332336,85.83,1,28.01,1010.0,7.0,4.42,5.24224244485091
4.42,86.18,24.84,2.27,-0.9832549076,0.0600000000000022,28.5,-0.1822355255,83.6,1,27.62,1010.1,6.0,3.57,3.8150888168791424
3.57,86.68,24.49,1.0,-0.8300122851,0.0600000000000022,28.7,-0.557745109,86.18,1,27.94,1010.4,7.0,3.35,3.318426247926556
3.35,85.01,24.34,0.36,-0.7716245834,-0.0300000000000011,28.8,-0.6360782203,86.68,1,28.39,1011.3,5.0,4.16,4.339648660705215
4.16,82.96,24.61,0.27,-0.8461931661,-0.0799999999999983,28.5,-0.5328762761,85.01,1,28.2,1010.7,5.0,4.81,4.935990116979635
4.81,82.44,25.01,4.33,-0.7890840848,-0.1500000000000056,29.2,-0.6142852001,82.96,1,29.15,1009.8,5.0,6.45,5.423959575668677
6.45,88.14,25.41,18.28,-0.8712138111,-0.039999999999992,27.6,-0.4909037536,82.44,1,27.76,1008.1,7.0,6.97,6.89721936270329
6.97,84.63,25.17,7.96,-0.8480480962,0.0999999999999943,27.8,-0.5299192642,88.14,1,28.51,1007.6,7.0,6.47,6.501164131414351
6.47,82.04,24.91,2.64,-0.9099612709,-0.0100000000000051,26.9,-0.4146932427,84.63,1,29.17,1008.6,4.0,6.07,6.051522652152058
6.07,84.42,24.94,3.32,-0.9573194975,-0.0999999999999943,28.1,-0.2890317969,82.04,1,28.63,1008.3,5.0,5.37,5.69208560146626
5.37,84.94,25.0,2.49,-0.9631625668,0.0400000000000062,27.0,-0.2689198206,84.42,1,27.95,1008.0,7.0,5.24,5.367894471927517
5.24,87.23,25.06,4.3,-0.9672677528,0.019999999999996,28.8,-0.2537579446,84.94,1,27.57,1008.1,6.0,4.7,4.644213613989781
4.7,88.5,24.88,1.1,-0.9390942521,-0.0400000000000062,29.1,-0.3436596946,87.23,1,28.22,1007.9,7.0,4.77,4.624372213594378
4.77,87.59,25.48,0.56,-0.9727758782,-0.0499999999999971,29.0,-0.2317479035,88.5,1,28.24,1007.5,5.0,5.58,5.566735376777257
5.58,83.62,25.17,0.16,-0.9316912276,-0.0300000000000011,28.7,-0.3632512305,87.59,1,29.2,1007.6,4.0,6.08,5.626891849311959
6.08,83.75,25.31,0.83,-0.905568799,0.0100000000000051,29.1,-0.4241994227,83.62,1,28.98,1007.5,6.0,6.7,6.15354037424729
6.7,86.28,25.38,5.81,-0.905568799,0.0,26.8,-0.4241994227,83.75,1,28.43,1007.2,5.0,6.84,6.644284473582635
6.84,85.4,25.31,2.85,-0.940880769,0.0600000000000022,28.3,-0.3387379202,86.28,1,28.44,1007.1,6.0,6.39,6.368315942117999
6.39,83.94,25.41,0.6,-0.9874138068,0.0699999999999931,28.5,-0.1581580673,85.4,1,29.22,1008.0,5.0,4.55,4.847376220041402
4.55,85.33,25.24,3.53,-0.9964928592,0.019999999999996,29.3,-0.08367784333,83.94,1,28.4,1008.6,6.0,3.67,4.184924034448949
3.67,87.63,25.23,4.59,-0.97154912,-0.0299999999999869,28.9,-0.2368381461,85.33,1,28.83,1008.1,7.0,3.07,3.7317173858827135
3.07,81.91,25.0,4.8,-0.9342044743,-0.0100000000000051,26.9,-0.3567379993,87.63,1,30.37,1008.5,6.0,3.76,3.238658512905555
3.76,84.96,24.62,6.24,-0.9547607995,0.1099999999999994,27.9,-0.2973748741,81.91,1,27.77,1008.1,7.0,4.31,4.270922914693281
4.31,86.92,24.65,5.87,-0.860742027,0.0,28.8,-0.5090414158,84.96,1,28.29,1009.3,7.0,3.94,4.177793714369617
3.94,90.28,24.86,19.79,-0.9354440308,-0.0400000000000062,27.7,-0.3534748438,86.92,1,27.02,1009.7,7.0,7.73,7.169583638519119
7.73,85.82,24.38,21.42,-0.8771461637,0.0100000000000051,27.2,-0.4802234974,90.28,1,28.04,1009.7,7.0,6.37,6.0895450426407525
6.37,88.42,24.84,26.72,-0.8161375901,-0.0799999999999983,25.2,-0.5778576244,85.82,1,27.47,1009.3,7.0,5.75,5.775201668951656
5.75,89.91,25.03,6.39,-0.7954734809,0.0,26.6,-0.6059884003,88.42,1,26.65,1008.5,7.0,5.36,5.317103102161056
5.36,87.75,25.03,7.89,-0.8300122851,-0.0300000000000011,27.6,-0.557745109,89.91,1,27.7,1008.5,7.0,5.36,5.334118156558677
5.36,88.92,25.29,3.76,-0.702153053,0.0,28.2,-0.712026046,87.75,1,27.85,1008.0,4.0,4.57,4.79656111354188
4.57,86.89,25.09,1.28,-0.4430711908,0.0300000000000011,27.9,-0.8964864304,88.92,1,29.07,1007.8,5.0,4.37,4.341989747821414
4.37,86.58,25.12,0.4,-0.3923371166,0.1099999999999994,28.9,-0.9198214973,86.89,1,28.57,1008.6,6.0,4.47,4.5164569049358505
4.47,88.45,24.85,6.68,-0.6347305132,0.0900000000000034,26.4,-0.7727335735,86.58,1,27.45,1008.9,8.0,5.75,5.054741973049054
5.75,85.52,24.51,2.91,-0.7890840848,0.0099999999999909,25.6,-0.6142852001,88.45,1,28.0,1010.8,7.0,4.43,4.781668779138672
4.43,87.24,24.86,2.5,-0.8480480962,-0.0699999999999931,27.4,-0.5299192642,85.52,1,27.83,1010.7,5.0,4.2,4.2612349614357115
4.2,86.4,25.22,2.12,-0.7890840848,0.039999999999992,28.9,-0.6142852001,87.24,1,28.43,1009.5,7.0,5.52,4.700804971138268
5.52,86.23,24.89,7.77,-0.7815204724,0.1900000000000119,28.1,-0.6238795967,86.4,1,27.98,1010.4,6.0,5.87,5.39351555934175
5.87,86.38,24.51,1.61,-0.7858568932,0.0499999999999971,28.2,-0.6184083954,86.23,1,28.27,1011.9,6.0,4.88,5.051423614266609
4.88,84.69,24.75,0.19,-0.9232102171,-0.1200000000000045,29.2,-0.3842953227,86.38,1,28.65,1012.4,5.0,5.55,5.230180861956489
5.55,85.97,25.41,1.57,-0.9588197349,-0.0900000000000034,29.1,-0.2840153447,84.69,1,28.29,1011.1,5.0,6.05,6.0667367023263985
6.05,84.85,25.18,1.73,-0.9526614813,-0.0499999999999971,28.8,-0.3040330609,85.97,1,28.22,1010.2,4.0,5.55,5.939823933923592
5.55,83.24,25.22,0.81,-0.98450318,-0.039999999999992,28.9,-0.1753667261,84.85,1,28.86,1009.6,4.0,4.86,5.354128257470883
4.86,82.62,25.14,0.34,-0.8415107819,0.0899999999999892,29.1,-0.5402403205,83.24,1,29.2,1009.6,5.0,4.44,4.5365618702702255
4.44,84.52,24.82,1.38,-0.7181262978,0.0200000000000102,28.9,-0.6959127966,82.62,1,28.76,1010.5,5.0,5.72,5.092606731831213
5.72,84.28,24.93,8.6,-0.7782431485,-0.0800000000000125,28.6,-0.6279630576,84.52,1,27.95,1010.2,7.0,6.81,6.445691380419384
6.81,84.09,24.84,9.9,-0.7716245834,-0.059999999999988,27.8,-0.6360782203,84.28,1,28.3,1009.0,6.0,6.04,6.09939681973392
6.04,87.49,25.31,12.99,-0.7144726796,0.0300000000000011,26.1,-0.6996633405,84.09,1,28.03,1008.8,6.0,6.51,6.246901453014131
6.51,84.01,25.29,2.41,-0.8377187166,0.019999999999996,27.6,-0.546101961,87.49,1,28.86,1009.3,4.0,6.7,6.132888013035146
6.7,81.59,24.39,0.4,-0.9077774785,-0.0100000000000051,28.6,-0.4194520824,84.01,1,29.19,1010.0,5.0,5.54,5.674333368224652
5.54,85.2,25.08,1.87,-0.8241261886,0.0400000000000062,28.0,-0.5664062369,81.59,1,28.58,1009.7,5.0,5.31,5.390436203090779
5.31,83.64,25.25,1.9,-0.873772223,0.0,28.4,-0.4863353804,85.2,0,29.0,1010.2,6.0,5.38,4.90488619589374
5.38,83.38,25.38,1.25,-0.8886172327,-0.1300000000000096,27.9,-0.4586495545,83.64,0,29.45,1010.2,4.0,5.14,4.915739811936161
5.14,84.66,25.46,0.81,-0.8862035792,-0.0099999999999909,28.6,-0.4632960351,83.38,0,29.02,1008.5,5.0,4.77,5.0198903685553855
4.77,84.92,25.4,3.09,-0.9414705448,0.019999999999996,27.9,-0.3370952584,84.66,0,28.88,1009.0,6.0,5.0,4.982780069150425
5.0,87.68,25.5,9.32,-0.8517269341,-0.1299999999999954,27.5,-0.523985906,84.92,0,28.05,1008.8,8.0,4.57,4.881052533685727
4.57,88.28,25.13,5.89,-0.8358073614,0.0499999999999971,26.9,-0.549022818,87.68,0,27.35,1007.7,8.0,4.5,3.8417606991683773
4.5,86.82,24.95,6.43,-0.8720692724,0.0300000000000011,27.2,-0.4893824517,88.28,0,28.1,1008.1,7.0,3.81,3.7514616251833663
3.81,88.88,24.85,9.58,-0.8925858185,-0.0600000000000022,28.0,-0.4508775407,86.82,0,27.74,1007.8,6.0,3.56,3.675053196150273
3.56,87.23,25.46,9.09,-0.8813034521,-0.0400000000000062,28.1,-0.4725507649,88.88,0,28.89,1007.7,7.0,4.29,4.02193288124646
4.29,89.1,24.94,7.64,-0.860742027,-0.0499999999999971,27.9,-0.5090414158,87.23,0,28.11,1007.1,7.0,3.57,3.7305735161519236
3.57,85.63,24.33,15.21,-0.7996846585,0.1000000000000085,26.6,-0.6004202253,89.1,0,28.46,1006.7,7.0,4.17,4.333992830626159
4.17,86.79,24.86,11.36,-0.9205048535,0.0499999999999971,27.1,-0.3907311285,85.63,0,28.5,1007.4,5.0,3.63,3.750163904448502
3.63,87.31,25.37,13.89,-0.882126866,-0.0400000000000062,27.3,-0.4710118812,86.79,0,28.27,1008.1,7.0,4.61,4.2470121979515305
4.61,88.41,25.7,33.77,-0.8910065242,0.0900000000000034,26.9,-0.4539904997,87.31,0,28.29,1007.9,7.0,5.8,5.401204963834549
5.8,86.31,25.86,6.49,-0.9488760116,0.0799999999999983,27.4,-0.3156490369,88.41,0,28.31,1008.6,6.0,6.08,5.857835458732919
6.08,84.9,25.98,4.84,-0.9997426093,-0.039999999999992,27.4,-0.02268733357,86.31,0,28.76,1009.3,6.0,6.38,6.249772970388778
6.38,84.51,25.56,3.12,-0.998889875,-0.0400000000000062,29.1,0.04710645071,84.9,0,28.27,1009.3,6.0,5.88,5.9027433501235445
5.88,84.73,25.13,4.89,-0.9650164945,-0.019999999999996,29.1,-0.2621891786,84.51,0,29.0,1008.2,6.0,5.08,5.316162047519027
5.08,86.48,25.53,13.77,-0.8090169944,0.0499999999999971,28.7,-0.5877852523,84.73,0,28.83,1008.4,6.0,5.84,5.35127429428617
5.84,87.04,25.85,13.61,-0.6320293027,0.1400000000000005,27.0,-0.7749444887,86.48,0,28.69,1008.8,6.0,6.29,5.944044405552322
6.29,85.94,25.34,3.0,-0.5533915492,0.0999999999999943,27.9,-0.8329212407,87.04,0,28.91,1010.6,5.0,6.01,5.605234957183415
6.01,87.62,25.34,6.32,-0.7826081569,-0.0099999999999909,27.4,-0.6225146366,85.94,0,28.65,1011.3,5.0,4.89,4.585037808301102
4.89,85.13,25.28,3.72,-0.9070440143,-0.0799999999999983,28.6,-0.4210358134,87.62,0,29.18,1011.2,5.0,3.66,3.876350749996299
3.66,86.23,25.06,6.29,-0.9245460336,0.0799999999999983,28.2,-0.3810703764,85.13,0,28.28,1011.0,5.0,2.59,2.700687665013242
2.59,83.46,24.86,9.6,-0.9573194975,0.0499999999999971,27.7,-0.2890317969,86.23,0,29.21,1011.4,5.0,2.02,2.1940673506963067
2.02,85.73,24.97,13.68,-0.6279630576,0.0600000000000022,27.6,-0.7782431485,83.46,0,27.65,1012.3,5.0,2.5,2.391792037425719
2.5,83.45,24.76,3.21,-0.9882283814,-0.1000000000000085,28.1,-0.1529858363,85.73,0,28.26,1012.4,4.0,2.29,2.123883649114081
2.29,84.99,25.09,4.5,-0.8987940463,-0.0799999999999983,28.6,0.4383711468,83.45,0,27.92,1010.7,5.0,2.16,2.248939979169498
2.16,86.61,24.93,19.4,-0.3729877826,0.0100000000000051,27.8,0.9278362539,84.99,0,28.04,1010.0,6.0,2.31,2.4152630052957518
2.31,85.78,24.96,14.6,-0.9969173337,-0.1099999999999994,27.8,0.07845909573,86.61,0,28.33,1010.1,4.0,3.09,2.779635907955817
3.09,90.08,24.84,10.36,-0.9177546257,-0.0499999999999971,26.8,-0.3971478906,85.78,0,26.27,1009.0,7.0,6.48,5.729110729572743
6.48,87.75,24.8,10.75,-0.9390942521,0.0799999999999983,27.3,0.3436596946,90.08,0,27.2,1009.2,7.0,3.01,2.667777697832073
3.01,88.34,24.23,5.71,-0.9774158943,-0.0900000000000034,26.7,0.2113247965,87.75,0,27.15,1010.0,7.0,3.13,2.90743361076528
3.13,86.28,24.27,5.64,-0.03141075908,-0.1800000000000068,27.9,0.9995065604,88.34,0,28.33,1008.4,6.0,4.95,5.032270969803222
4.95,90.72,24.35,18.2,-0.1702094992,-0.0099999999999909,27.8,-0.9854078985,86.28,0,26.83,1006.8,7.0,3.22,3.1697274491853658
3.22,82.72,23.79,9.75,0.1529858363,0.0999999999999943,27.1,-0.9882283814,90.72,0,29.52,1007.2,8.0,1.88,1.7521660160231525
1.88,81.95,24.04,19.18,0.6652303547,0.0799999999999983,27.7,-0.7466381823,82.72,0,29.58,1008.4,8.0,1.49,1.426834479619132
1.49,82.59,24.11,14.32,0.6494480483,0.0500000000000113,27.1,0.7604059656,81.95,0,29.07,1008.6,7.0,2.13,1.848011410389188
2.13,82.66,24.14,4.95,0.5105429179,0.019999999999996,27.2,0.8598522716,82.59,0,29.35,1009.0,7.0,3.76,3.070160574492726
3.76,85.8,23.68,2.07,-0.06801529067,-0.0700000000000073,26.8,0.9976842788,82.66,0,28.45,1010.1,6.0,4.02,4.057711216427487
4.02,87.28,23.75,2.72,-0.8396198645,-0.039999999999992,28.2,0.54317445,85.8,0,28.05,1008.0,8.0,5.53,5.232877563438468
5.53,88.02,24.65,1.77,-0.5920131788,0.0,27.8,0.8059282822,87.28,0,28.1,1008.5,5.0,5.12,5.046888991318548
5.12,81.56,24.78,1.11,-0.584957675,-0.019999999999996,27.9,0.811063819,88.02,0,29.0,1008.5,4.0,4.52,4.4418225682973524
4.52,87.02,24.47,2.85,-0.9876883406,-0.0800000000000125,28.3,-0.156434465,81.56,0,27.91,1007.8,5.0,3.96,3.9788292202172264
3.96,83.27,24.33,0.08,-0.9918944426,0.0100000000000051,29.4,-0.1270646086,87.02,0,28.86,1008.0,3.0,4.02,3.858765540735943
4.02,81.24,23.48,0.02,-0.9622179935,0.0400000000000062,27.3,-0.272280247,83.27,0,28.91,1007.8,2.0,3.08,3.0681212781258607
3.08,80.86,24.41,0.0,-0.989272333,0.059999999999988,28.8,-0.1460830286,81.24,0,29.07,1008.3,1.0,2.94,2.772269928082448
2.94,76.47,24.65,0.01,-0.9795752496,-0.0099999999999909,26.0,-0.2010779211,80.86,0,29.3,1008.6,5.0,1.84,1.6808780863153687
1.84,78.84,24.2,2.83,-0.9698720153,0.0300000000000011,28.3,0.2436150118,76.47,0,30.09,1009.5,5.0,1.42,1.4676003339149608
1.42,86.44,25.03,26.77,-0.8837656301,0.0600000000000022,27.2,0.4679298143,78.84,0,28.38,1008.9,6.0,1.31,1.4490046285542855
1.31,83.17,24.27,15.11,0.7384553406,0.019999999999996,27.0,0.6743023876,86.44,0,29.67,1010.2,5.0,1.83,1.5889310789972417
1.83,80.92,24.35,4.44,0.5299192642,-0.0600000000000022,26.6,0.8480480962,83.17,0,30.1,1010.2,6.0,1.71,1.8619994160308457
1.71,82.45,24.36,3.16,0.2402280425,-0.0699999999999931,27.4,0.9707164816,80.92,0,29.55,1009.6,5.0,2.33,2.1420592474938895
2.33,82.07,23.85,5.38,0.6184083954,0.019999999999996,28.4,0.7858568932,82.45,0,29.49,1008.3,6.0,3.2,2.965638116239082
3.2,81.58,23.88,1.72,0.5224985647,0.1400000000000005,28.2,0.8526401644,82.07,0,29.22,1008.7,7.0,4.24,4.153439201336136
4.24,85.72,23.36,8.38,0.3090169944,0.0600000000000022,27.1,0.9510565163,81.58,0,27.02,1009.6,8.0,3.8,3.7464329851839953
3.8,91.4,23.74,26.78,-0.5475632235,-0.1099999999999994,26.2,0.8367643135,85.72,0,26.85,1010.8,8.0,4.56,4.143968347385874
4.56,87.64,24.71,12.09,0.9085081775,-0.1900000000000119,26.3,0.4178670738,91.4,0,28.33,1010.1,7.0,3.62,3.3657809494506092
3.62,86.86,23.82,10.58,0.4446351792,0.0500000000000113,27.0,0.8957117602,87.64,0,28.77,1008.7,8.0,4.46,4.0562371629633995
4.46,90.66,24.96,56.93,0.981292664,-0.4400000000000119,26.7,0.1925219665,86.86,0,28.41,1007.8,8.0,8.65,8.42298406666778
8.65,91.11,25.4,13.96,-0.07845909573,0.3900000000000005,24.2,-0.9969173337,90.66,0,27.03,1004.6,8.0,6.17,6.042117300189638
6.17,90.44,24.79,26.98,-0.4146932427,0.1900000000000119,24.4,-0.9099612709,91.11,0,27.07,1008.5,8.0,5.44,5.486295447144786
5.44,87.88,24.11,4.16,-0.3599968081,0.1299999999999954,26.4,-0.9329535348,90.44,0,27.07,1009.6,7.0,2.35,2.087539366353476
2.35,80.95,22.93,3.29,0.278991106,0.019999999999996,26.8,0.9602936857,87.88,0,28.76,1010.8,5.0,3.41,3.4000954496460416
3.41,85.64,23.72,4.67,0.3907311285,-0.1099999999999994,27.8,0.9205048535,80.95,0,28.88,1010.5,5.0,4.03,4.253589315192661
