WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,WS10M,XGB_fnn_grid
5.73,84.5,25.83,0.1,-0.54317445,-0.0400000000000062,29.0,-0.8396198645,85.67,1,29.35,1011.0,6.0,5.61,5.574150038308695
5.61,82.75,26.0,1.47,-0.7095707365,-0.019999999999996,29.2,-0.70463421,84.5,1,29.5,1010.648433,6.0,5.92,5.826541658294889
5.92,83.24,25.87,6.08,-0.7649214009,-0.0300000000000011,29.4,-0.6441236298,82.75,1,28.93,1010.0,5.0,6.3,6.306057349173188
6.3,85.1,26.38,5.02,-0.7682835236,-0.0600000000000022,29.8,-0.6401096995,83.24,1,29.15,1009.6,5.0,6.7,6.323404055442954
6.7,84.82,26.27,9.39,-0.6401096995,-0.0100000000000051,29.4,-0.7682835236,85.1,1,29.16,1009.4,6.0,7.06,6.687982317068131
7.06,85.33,25.6,20.99,-0.8151277957,0.0700000000000073,26.4,-0.5792811723,84.82,1,28.45,1008.8,7.0,6.65,6.571789761138218
6.65,85.2,25.48,8.8,-0.9291325715,-0.0100000000000051,25.6,-0.3697467573,85.33,1,28.94,1009.7,7.0,4.86,5.6723583842228535
4.86,82.99,25.16,13.83,-0.981292664,-0.0100000000000051,26.5,-0.1925219665,85.2,1,29.09,1009.5,7.0,5.61,5.303581585262215
5.61,84.06,24.52,10.96,-0.9998476952,-0.019999999999996,26.8,0.01745240644,82.99,1,28.53,1009.4,6.0,5.5,5.487666126738132
5.5,83.34,24.91,5.99,-0.9998157121,-0.019999999999996,27.4,-0.0191974424,84.06,1,27.61,1009.0,6.0,6.63,6.171986316299923
6.63,86.58,25.11,17.04,-0.9494254776,0.0499999999999971,27.7,-0.313992456,83.34,1,27.6,1008.5,7.0,6.37,6.377059431037757
6.37,86.82,24.91,8.81,-0.9857034691,0.0799999999999983,27.7,-0.1684893796,86.58,1,27.57,1009.9,6.0,5.67,5.694466749770885
5.67,85.88,25.26,0.66,-0.9719610006,-0.0099999999999909,28.4,-0.2351421131,86.82,1,28.07,1010.9,6.0,4.35,5.6020178782761585
4.35,86.83,25.3,4.93,-0.9149596678,-0.0800000000000125,28.6,-0.4035452964,85.88,1,28.4,1010.7,7.0,4.56,4.674400881620533
4.56,82.11,24.26,4.84,-0.8686315144,0.0200000000000102,28.2,-0.4954586684,86.83,1,26.87,1009.2,7.0,4.62,4.69570258279394
4.62,82.56,23.35,4.05,-0.7705132428,-0.0100000000000051,28.2,-0.6374239897,82.11,1,28.53,1009.1,6.0,4.53,4.650759538847715
4.53,85.33,24.78,6.28,-0.7372773368,0.0600000000000022,28.1,-0.6755902076,82.56,1,28.72,1010.1,5.0,4.55,4.56987818440886
4.55,86.13,25.17,6.0,-0.7716245834,0.0,27.9,-0.6360782203,85.33,1,28.41,1010.9,5.0,5.79,4.579596154310023
5.79,82.19,25.42,8.52,-0.8386705679,-0.0300000000000011,27.4,-0.544639035,86.13,1,28.91,1010.5,5.0,7.31,6.124602715862183
7.31,85.13,25.38,16.14,-0.8837656301,0.0300000000000011,25.8,-0.4679298143,82.19,1,28.13,1010.5,8.0,6.7,6.620540371198803
6.7,84.51,24.72,7.95,-0.8090169944,0.0900000000000034,25.3,-0.5877852523,85.13,1,27.32,1011.0,8.0,5.98,5.75385110082875
5.98,83.81,24.73,7.5,-0.7408045963,0.019999999999996,27.1,-0.6717205893,84.51,1,28.23,1011.6,7.0,5.66,5.7511050704597535
5.66,82.01,24.8,11.76,-0.791223533,0.0,27.4,-0.6115270402,83.81,1,28.28,1010.8,7.0,6.41,6.022451421608628
6.41,80.66,24.34,5.86,-0.7384553406,0.019999999999996,26.2,-0.6743023876,82.01,1,27.84,1010.8,7.0,6.58,6.113925001942677
6.58,84.78,24.81,6.78,-0.8571673007,-0.0899999999999892,27.2,-0.5150380749,80.66,1,27.69,1011.2,7.0,5.6,5.914529228382386
5.6,85.4,25.41,6.48,-0.8917975296,-0.0600000000000022,27.6,-0.4524347093,84.78,1,28.65,1010.2,6.0,5.4,5.559633692952389
5.4,85.04,25.18,23.7,-0.9265286309,0.0699999999999931,27.4,-0.3762242631,85.4,1,27.92,1010.3,7.0,6.13,5.8379623391669115
6.13,84.44,24.9,8.26,-0.9384930228,-0.2099999999999937,27.6,-0.345298199,85.04,1,27.85,1010.1,6.0,5.96,6.138725527074541
5.96,84.7,25.71,5.96,-0.8329212407,-0.0799999999999983,28.1,-0.5533915492,84.44,1,28.41,1008.3,5.0,6.79,6.048271853355504
6.79,87.89,25.57,10.48,-0.629320391,0.1099999999999994,27.6,-0.7771459615,84.7,1,28.09,1008.0,7.0,5.76,6.021078155476582
5.76,85.56,25.26,3.51,-0.7325428988,0.1099999999999994,27.7,-0.680720869,87.89,1,28.67,1009.3,6.0,5.11,5.498094153426157
5.11,86.51,25.44,1.67,-0.7144726796,-0.0500000000000113,28.4,-0.6996633405,85.56,1,28.0,1010.2,5.0,5.42,5.287425117264285
5.42,86.18,25.61,2.7,-0.7241718614,-0.039999999999992,28.3,-0.6896195437,86.51,1,28.22,1009.7,6.0,5.63,5.722505094917712
5.63,85.18,25.46,4.73,-0.7337298645,0.0300000000000011,28.7,-0.6794413043,86.18,1,28.67,1009.8,5.0,5.35,5.487595647198421
5.35,86.57,25.28,2.96,-0.8038568606,-0.019999999999996,28.5,-0.5948227868,85.18,1,28.93,1009.1,5.0,5.41,5.286946023130898
5.41,86.98,25.81,1.17,-0.9177546257,0.0499999999999971,29.2,-0.3971478906,86.57,1,28.91,1009.0,5.0,5.41,5.436197693914469
5.41,85.31,25.6,0.61,-0.9925461516,0.0699999999999931,29.2,-0.1218693434,86.98,1,29.23,1010.2,6.0,4.67,5.182232040551691
4.67,80.23,25.31,1.19,-0.9939609555,-0.0900000000000034,29.2,-0.1097343111,85.31,1,29.73,1010.5,7.0,4.51,4.249096221703246
4.51,85.89,25.39,4.04,-0.9650164945,-0.039999999999992,28.9,-0.2621891786,80.23,1,28.59,1009.4,6.0,4.47,4.735593605173805
4.47,87.88,25.71,22.52,-0.8703556959,0.1500000000000056,27.8,-0.4924235601,85.89,1,28.24,1009.1,7.0,5.13,5.057764483168068
5.13,86.2,24.69,10.08,-0.6347305132,0.1799999999999926,25.5,-0.7727335735,87.88,1,27.85,1010.9,7.0,4.16,4.621295806453893
4.16,84.7,24.72,5.1,-0.8480480962,-0.0100000000000051,27.3,-0.5299192642,86.2,1,28.5,1012.2,6.0,3.6,4.072116520163363
3.6,85.03,24.71,9.66,-0.6032079877,-0.0899999999999892,27.2,-0.7975839288,84.7,1,28.11,1012.2,5.0,4.14,3.5553360437193473
4.14,88.33,25.11,30.17,-0.6870875108,-0.0500000000000113,26.4,-0.726574671,85.03,1,27.59,1011.5,8.0,4.92,4.865467871968849
4.92,86.73,25.04,29.38,-0.7349145951,-0.0799999999999983,25.4,-0.6781596699,88.33,1,27.36,1011.3,8.0,5.04,5.328543274956972
5.04,87.53,25.14,9.85,-0.8017756442,-0.1299999999999954,26.6,-0.597625147,86.73,1,28.14,1010.1,5.0,5.67,5.48869553590293
5.67,86.54,25.36,4.5,-0.6743023876,0.0699999999999931,28.0,-0.7384553406,87.53,1,28.77,1009.2,5.0,6.18,5.389722281601962
6.18,87.48,24.63,12.18,-0.6414496316,0.0800000000000125,27.8,-0.7671651518,86.54,1,28.44,1009.6,6.0,5.97,5.698678318094165
5.97,81.87,24.21,5.19,-0.6225146366,0.019999999999996,27.4,-0.7826081569,87.48,1,27.11,1010.3,7.0,4.06,4.669045708410188
4.06,86.79,24.68,3.26,-0.7095707365,-0.1299999999999954,27.1,-0.70463421,81.87,1,28.13,1009.5,6.0,4.08,4.310527237664045
4.08,89.57,25.04,20.75,-0.6717205893,0.019999999999996,26.4,-0.7408045963,86.79,1,27.51,1008.8,6.0,4.72,4.968971593592736
4.72,88.64,25.12,42.05,-0.7826081569,0.0300000000000011,26.2,-0.6225146366,89.57,1,27.82,1009.0,8.0,6.19,6.053924276282106
6.19,87.65,24.87,39.2,-0.5877852523,0.019999999999996,24.4,-0.8090169944,88.64,1,27.64,1010.0,8.0,6.04,6.114493798313988
6.04,89.82,24.5,23.33,-0.3469356516,0.0799999999999983,25.4,-0.9378889346,87.65,1,27.31,1010.6,8.0,4.37,4.813211826724181
4.37,84.47,24.04,2.83,-0.4725507649,0.1899999999999977,26.2,-0.8813034521,89.82,1,28.59,1012.2,6.0,3.19,3.5950675545813855
3.19,79.23,24.98,5.65,-0.3338068592,0.0400000000000062,28.1,0.9426414911,84.47,1,28.74,1013.0,5.0,1.65,1.7621771932181087
1.65,79.19,24.29,7.32,0.9526614813,-0.1400000000000005,26.8,0.3040330609,79.23,1,29.98,1013.6,7.0,2.3,2.2927502558083797
2.3,82.08,23.8,14.57,0.001745328366,0.0300000000000011,25.6,-0.9999984769,79.19,1,28.36,1012.3,7.0,1.81,2.0082904712637832
1.81,83.12,23.79,2.39,-0.04710645071,-0.019999999999996,27.1,-0.998889875,82.08,1,29.07,1011.7,6.0,2.65,2.545242201806545
2.65,85.43,23.89,3.44,-0.6266038114,0.019999999999996,26.6,-0.7793379649,83.12,0,28.6,1012.2,5.0,2.75,2.6668544379659074
2.75,82.71,24.67,2.14,-0.6639262127,-0.0600000000000022,26.2,-0.7477980905,85.43,0,29.44,1012.2,6.0,1.51,2.049935947641331
1.51,82.28,24.73,13.91,-0.6678325555,-0.0699999999999931,27.1,-0.7443115462,82.71,0,30.16,1010.9,6.0,2.21,2.096002076951606
2.21,86.65,24.99,21.38,-0.8796485729,0.0099999999999909,26.8,-0.4756242091,82.28,0,27.67,1011.3,5.0,3.68,2.7493312682248594
3.68,86.07,24.61,15.44,-0.5135412521,-0.0600000000000022,27.2,-0.8580649057,86.65,0,27.97,1011.3,7.0,3.47,3.3435718059132893
3.47,85.37,24.53,15.9,-0.4555449072,0.0700000000000073,26.9,-0.8902128046,86.07,0,27.87,1010.6,7.0,3.33,3.227979455369522
3.33,84.16,24.0,13.86,-0.8319541221,0.0,26.1,-0.5548444274,85.37,0,28.41,1011.0,6.0,3.2,2.958457032722681
3.2,86.44,24.73,12.65,-0.9612616959,-0.0499999999999971,26.7,-0.2756373558,84.16,0,27.8,1011.1,7.0,3.08,3.265556516628291
3.08,87.94,25.37,7.9,-0.9205048535,-0.0400000000000062,27.6,-0.3907311285,86.44,0,27.7,1010.6,5.0,2.55,3.0849549432480523
2.55,89.01,24.79,9.31,-0.4352310994,0.0300000000000011,28.2,-0.9003187714,87.94,0,26.94,1010.0,6.0,3.44,3.139103636110112
3.44,88.21,24.53,20.99,-0.6626200482,-0.0300000000000011,26.3,-0.7489557208,89.01,0,27.74,1010.4,7.0,3.08,3.3537508395943463
3.08,85.3,24.64,5.96,-0.5891963574,-0.0300000000000011,26.9,-0.8079898839,88.21,0,28.68,1010.4,4.0,2.41,2.930687537187728
2.41,85.72,25.07,14.39,-0.9999451694,0.0100000000000051,27.1,-0.01047178412,85.3,0,28.7,1009.9,5.0,2.57,2.392904814707954
2.57,83.71,24.94,12.28,-0.6467897795,-0.0400000000000062,27.4,0.7626683297,85.72,0,30.11,1010.3,5.0,1.45,1.843966692402155
1.45,86.84,24.79,25.32,-0.3387379202,-0.0300000000000011,27.6,-0.940880769,83.71,0,29.45,1009.6,6.0,3.11,2.7817390122815384
3.11,90.36,25.13,32.27,-0.5591929035,0.0300000000000011,26.9,-0.8290375726,86.84,0,27.27,1009.7,7.0,4.51,4.585704942186004
4.51,89.63,24.66,8.12,-0.4586495545,0.0400000000000062,27.2,-0.8886172327,90.36,0,27.46,1010.1,6.0,3.18,4.100078499285738
3.18,82.38,24.72,15.89,0.02617694831,-0.0100000000000051,27.6,0.999657325,89.63,0,29.25,1010.1,5.0,1.9,1.7852702206924533
1.9,85.64,24.35,39.95,0.3762242631,-0.0100000000000051,27.5,0.9265286309,82.38,0,29.22,1009.7,5.0,2.37,2.554881873349543
2.37,87.24,24.67,43.59,0.1253332336,-0.0299999999999869,26.3,-0.9921147013,85.64,0,28.81,1009.9,7.0,3.13,3.0708532412271414
3.13,90.63,25.07,26.76,-0.9537169507,-0.0400000000000062,25.6,-0.3007057995,87.24,0,27.06,1009.9,8.0,5.54,5.36092159512543
5.54,87.7,24.57,4.65,-0.9914448614,0.0699999999999931,26.1,-0.1305261922,90.63,0,27.04,1010.1,7.0,3.01,3.562409286955964
3.01,86.14,24.53,7.94,-0.9156625933,-0.0099999999999909,27.4,-0.4019477767,87.7,0,27.82,1009.6,7.0,3.61,3.128113134904548
3.61,90.24,24.29,41.67,-0.9991228301,0.1099999999999994,25.1,-0.04187565373,86.14,0,26.21,1009.4,8.0,3.17,3.613971649311735
3.17,87.0,23.98,9.27,-0.8100416404,0.0699999999999931,27.1,-0.5863723567,90.24,0,25.9,1010.9,7.0,3.18,3.017685194788739
3.18,87.78,23.82,2.37,-0.9871362651,-0.0099999999999909,26.7,-0.1598811877,87.0,0,26.82,1010.9,8.0,2.74,3.2478265497939574
2.74,87.3,24.11,16.86,-0.4710118812,-0.0799999999999983,27.0,0.882126866,87.78,0,26.48,1010.4,7.0,3.81,3.035382526577869
3.81,83.69,23.37,13.67,0.5269557955,-0.1200000000000045,25.2,0.849892693,87.3,0,28.76,1009.6,8.0,4.29,4.367446862136742
4.29,87.6,24.27,20.98,0.5195191119,-0.0300000000000011,26.4,-0.8544588301,83.69,0,27.95,1008.6,7.0,4.07,4.046504751028615
4.07,89.31,24.83,27.28,-0.01396218034,0.1099999999999994,25.9,-0.999902524,87.6,0,27.54,1009.0,8.0,5.45,5.066100389045678
5.45,88.84,24.17,2.92,-0.5920131788,0.1299999999999954,26.2,-0.8059282822,89.31,0,26.73,1010.2,6.0,3.2,3.4056057930154444
3.2,82.62,24.4,1.4,-0.8712138111,-0.0799999999999983,27.1,0.4909037536,88.84,0,28.81,1011.2,5.0,1.93,2.1994626032604927
1.93,79.46,24.69,11.1,0.5821229702,-0.0300000000000011,27.3,0.813100761,82.62,0,29.38,1010.4,6.0,2.08,1.7378999527333372
2.08,78.76,23.49,18.13,0.9961946981,0.1700000000000017,27.1,-0.08715574275,79.46,0,29.72,1010.7,7.0,1.83,1.706985994734939
1.83,87.46,24.16,14.7,-0.7637960286,0.0600000000000022,26.6,-0.6454576877,78.76,0,28.07,1012.1,5.0,2.6,2.5761353770610347
2.6,87.11,24.66,4.41,-0.9982398279,-0.1400000000000005,27.9,0.05930637358,87.46,0,27.7,1012.0,6.0,2.32,2.552851628708229
2.32,86.05,24.2,0.44,-0.9690157314,-0.1200000000000045,28.0,-0.2469990127,87.11,0,28.23,1010.3,7.0,2.65,3.164044839147506
2.65,85.05,24.88,1.66,-0.8779829754,-0.0099999999999909,28.8,-0.4786918579,86.05,0,28.63,1009.4,6.0,3.21,2.873502647727891
3.21,87.16,24.68,3.29,-0.6691306064,0.0600000000000022,27.3,-0.7431448255,85.05,0,28.25,1009.8,5.0,3.65,3.363941893386293
3.65,90.8,25.22,6.24,-0.4909037536,0.0,27.6,-0.8712138111,87.16,0,27.2,1010.8,7.0,3.73,4.063424471365293
3.73,88.9,25.08,6.41,-0.5835412114,-0.0700000000000073,27.2,-0.8120835269,90.8,0,28.42,1010.7,6.0,3.21,3.1962507193111067
3.21,89.66,24.69,13.09,-0.5562956155,0.0,26.9,-0.8309844693,88.9,0,26.2,1010.6,6.0,2.26,3.0910971076365596
2.26,81.23,24.05,3.47,0.2147353272,0.0300000000000011,27.6,0.9766722783,89.66,0,29.39,1010.2,5.0,1.97,2.036831767263388
1.97,79.49,24.0,3.34,0.7241718614,0.0,27.6,0.6896195437,81.23,0,30.39,1010.2,5.0,1.97,1.9677906660101274
1.97,77.2,23.94,2.22,0.6032079877,-0.019999999999996,27.6,-0.7975839288,79.49,0,30.63,1010.0,5.0,1.77,1.7727836334785505
1.77,81.99,24.9,20.29,-0.7181262978,-0.0600000000000022,28.4,0.6959127966,77.2,0,29.96,1009.9,6.0,1.48,1.7969870055553103
1.48,88.29,24.83,13.67,-0.4131044298,0.0300000000000011,27.5,-0.9106836608,81.99,0,29.41,1010.3,6.0,2.8,2.894480008451375
2.8,83.36,24.95,15.27,-0.1010562972,0.039999999999992,27.4,0.9948807088,88.29,0,29.84,1010.8,3.0,1.77,1.747856264744945
1.77,78.68,23.88,5.32,0.6934018283,0.0100000000000051,27.6,0.7205511117,83.36,0,30.5,1010.5,5.0,1.5,1.750926294707666
1.5,83.13,25.04,23.87,0.001745328366,-0.0499999999999971,27.4,0.9999984769,78.68,0,29.97,1010.5,6.0,1.85,1.912671185457275
1.85,82.79,24.53,14.46,0.8038568606,-0.019999999999996,27.5,0.5948227868,83.13,0,29.65,1010.1,5.0,1.87,1.860061897618368
1.87,78.77,23.8,1.18,0.6586894601,0.039999999999992,27.6,0.7524149089,82.79,0,30.3,1009.5,5.0,2.42,2.1028245460250483
2.42,83.74,24.97,20.06,0.4477590878,0.0900000000000034,28.4,0.8941542368,78.77,0,28.17,1010.0,6.0,2.23,2.4536907312792184
2.23,90.53,24.73,11.02,0.4477590878,-0.0900000000000034,27.4,0.8941542368,83.74,0,27.61,1010.6,5.0,3.71,3.601761773897144
3.71,87.69,25.09,7.93,0.7535633923,-0.019999999999996,26.8,0.6573752458,90.53,0,28.9,1010.7,6.0,2.36,2.632154774167894
2.36,81.23,24.78,6.81,0.7277727577,-0.0100000000000051,27.6,0.6858183529,87.69,0,30.2,1009.5,7.0,2.17,2.176072204575473
2.17,83.74,24.42,10.31,0.6374239897,-0.1199999999999903,27.9,0.7705132428,81.23,0,30.28,1009.6,5.0,4.24,3.566554015001757
4.24,85.0,23.76,6.9,0.660001668,-0.0300000000000011,27.8,0.7512641335,83.74,0,30.47,1007.9,3.0,2.25,3.2801265450361403
2.25,86.46,25.21,13.21,0.5313985795,0.019999999999996,29.1,0.8471219214,85.0,0,30.29,1008.2,6.0,2.97,3.0480255135401646
2.97,86.66,25.38,23.52,-0.9099612709,0.039999999999992,27.8,0.4146932427,86.46,0,29.51,1008.3,6.0,1.95,2.325714441726038
1.95,89.73,24.81,61.26,-0.04013179253,0.1099999999999994,26.9,-0.9991943951,86.66,0,28.09,1008.7,7.0,4.74,4.357538923794043
4.74,88.59,24.12,22.32,-0.5343523494,0.0800000000000125,27.1,-0.8452618332,89.73,0,27.93,1010.3,7.0,2.89,3.3566333898354865
2.89,85.75,24.37,11.77,0.3567379993,0.0099999999999909,27.6,0.9342044743,88.59,0,28.98,1010.9,6.0,2.92,2.694120977796689
2.92,81.58,24.01,3.46,0.6984152854,-0.0600000000000022,28.2,0.7156927337,85.75,0,28.78,1010.0,7.0,3.05,3.0624955526924746
3.05,85.97,24.96,18.15,0.6004202253,0.0300000000000011,27.4,0.7996846585,81.58,0,28.12,1009.3,7.0,2.24,2.872630665611701
2.24,87.28,24.57,46.94,0.5519369853,0.0900000000000034,26.7,0.8338858221,85.97,0,29.04,1010.4,7.0,2.53,3.140660766262117
2.53,84.25,24.42,8.58,0.786935022,-0.0600000000000022,27.9,0.6170358751,87.28,0,28.93,1011.9,7.0,3.02,2.6197133833458333
3.02,84.47,24.27,0.92,0.596224875,-0.0300000000000011,27.8,0.8028174752,84.25,0,29.32,1010.6,6.0,3.16,3.4279442731973826
3.16,88.11,24.1,1.11,0.3955455026,0.0600000000000022,27.9,0.9184463813,84.47,0,27.49,1010.6,6.0,4.8,4.446764477225822
4.8,90.95,23.96,4.2,0.1702094992,-0.039999999999992,27.2,0.9854078985,88.11,0,27.1,1011.2,6.0,5.47,4.730574970401018
5.47,87.56,24.54,18.63,0.5150380749,-0.1000000000000085,27.9,0.8571673007,90.95,0,29.41,1011.1,5.0,2.87,3.0212150514475966
2.87,87.38,24.54,5.6,0.3222656952,0.0,27.4,0.9466492601,87.56,0,27.38,1009.9,6.0,3.01,3.0647662107304794
3.01,86.04,23.7,2.07,0.6073758397,0.0499999999999971,28.6,0.7944146205,87.38,0,27.54,1009.7,6.0,3.32,3.852418277521943
3.32,79.38,24.06,0.87,0.9788673888,0.0300000000000011,28.3,0.2044960518,86.04,0,30.04,1008.9,5.0,1.43,1.9903535101759495
1.43,82.86,23.99,3.27,0.7705132428,0.1200000000000045,27.4,0.6374239897,79.38,0,29.35,1009.7,6.0,2.31,2.1020092819831606
2.31,83.79,23.68,0.39,0.6306758074,-0.0999999999999943,27.2,0.7760464071,82.86,0,29.32,1011.8,4.0,4.02,3.5472656134771734
4.02,82.04,23.0,0.43,0.6781596699,-0.0300000000000011,28.0,0.7349145951,83.79,0,29.68,1010.3,4.0,4.15,4.307325284345177
4.15,85.46,23.87,6.08,0.6252426563,0.019999999999996,27.5,0.7804304073,82.04,0,29.63,1010.2,6.0,3.83,3.690989151619581
3.83,86.49,24.17,8.57,0.6211477803,-0.0300000000000011,27.1,0.7836934573,85.46,0,29.7,1010.4,7.0,3.74,3.8081788808613934
3.74,87.91,24.44,20.44,0.6170358751,-0.0400000000000062,27.4,0.786935022,86.49,0,29.06,1010.5,7.0,3.97,3.656103245437412
3.97,86.13,24.45,33.68,0.7626683297,-0.019999999999996,25.7,0.6467897795,87.91,0,29.77,1010.0,7.0,2.57,3.0970724861421584
2.57,83.87,24.4,7.73,0.8508111094,0.1300000000000096,27.5,0.5254716511,86.13,0,29.55,1010.7,7.0,2.15,2.061542503379154
2.15,87.81,24.64,2.93,0.5328762761,-0.1000000000000085,28.2,0.8461931661,83.87,0,29.23,1010.2,6.0,3.73,3.8485033397061823
3.73,89.89,24.59,11.86,0.2436150118,0.019999999999996,28.6,0.9698720153,87.81,0,27.43,1010.1,6.0,4.46,4.101880140253752
4.46,83.52,24.62,4.28,-0.9795752496,0.0900000000000034,27.8,-0.2010779211,89.89,0,29.47,1010.7,5.0,1.67,2.2851512689398534
1.67,82.77,23.49,6.77,0.6004202253,0.0,27.6,0.7996846585,83.52,0,29.73,1010.0,5.0,2.28,2.581794045512344
2.28,80.37,23.5,2.25,0.6467897795,0.019999999999996,27.8,0.7626683297,82.77,0,29.78,1011.6,4.0,3.37,3.09299858791431
3.37,81.37,21.99,0.53,0.6306758074,-0.0999999999999943,27.6,0.7760464071,80.37,0,28.85,1011.2,3.0,4.03,4.006740712031905
4.03,81.91,23.1,0.32,0.5664062369,0.0400000000000062,27.4,0.8241261886,81.37,0,29.09,1009.8,3.0,4.35,4.28158305688998
4.35,79.7,22.17,0.04,0.7144726796,0.039999999999992,28.6,0.6996633405,81.91,0,28.8,1010.2,5.0,4.45,4.366716574019509
4.45,75.01,22.05,0.0,0.7760464071,0.019999999999996,27.9,0.6306758074,79.7,0,29.48,1010.2,4.0,2.57,3.0417552163295483
2.57,78.64,23.22,2.26,0.5764323162,0.0600000000000022,27.7,0.8171448983,75.01,0,29.96,1010.8,6.0,2.04,2.5259116666125783
2.04,78.85,24.28,3.17,0.4099230338,0.0200000000000102,28.1,0.9121201162,78.64,0,30.2,1011.7,5.0,1.92,1.9582527434514418
1.92,81.28,24.29,13.41,0.8544588301,0.039999999999992,27.9,0.5195191119,78.85,0,30.78,1012.4,5.0,1.69,1.9025452838943033
1.69,79.13,24.66,2.49,0.9912155403,-0.039999999999992,27.6,0.1322563903,81.28,0,30.76,1013.2,4.0,1.75,1.6917426407311893
1.75,82.67,24.64,8.44,-0.4984877398,-0.1200000000000045,28.3,0.8668967489,79.13,0,29.69,1011.8,5.0,1.26,1.7451048192658922
1.26,78.81,23.95,1.36,0.8598522716,-0.0499999999999971,27.5,0.5105429179,82.67,0,30.38,1010.6,4.0,1.89,1.76783301431278
1.89,82.52,23.34,0.31,0.6730125135,0.0999999999999943,28.4,0.739631095,78.81,0,29.8,1010.3,3.0,4.06,3.942504388900196
4.06,83.25,23.35,0.73,0.6211477803,-0.0100000000000051,22.9,0.7836934573,82.52,0,29.73,1011.1,4.0,4.59,4.496068178724378
4.59,82.61,23.03,0.38,0.5195191119,-0.019999999999996,29.2,0.8544588301,83.25,0,29.27,1010.5,4.0,5.65,5.466229793081189
5.65,80.11,21.69,0.0,0.5150380749,0.0400000000000062,28.3,0.8571673007,82.61,0,29.06,1011.1,4.0,4.78,5.11074766991893
4.78,77.89,21.6,0.0,0.6279630576,-0.0100000000000051,27.2,0.7782431485,80.11,0,29.22,1010.8,5.0,3.81,4.204665827324685
3.81,83.09,21.83,0.33,0.3810703764,-0.0300000000000011,27.9,0.9245460336,77.89,0,29.05,1011.3,3.0,5.74,4.799056483373259
5.74,83.46,23.13,0.62,0.3648767843,-0.0499999999999971,28.6,0.9310558159,83.09,0,29.18,1010.9,3.0,6.1,5.614997253972666
6.1,78.23,21.84,0.43,0.4555449072,0.019999999999996,28.5,0.8902128046,83.46,0,28.28,1010.1,3.0,5.28,5.5784943531634115
5.28,76.29,20.84,0.0,0.5060337641,0.0300000000000011,27.5,0.8625136692,78.23,0,27.94,1010.2,3.0,4.82,4.791621275307075
4.82,75.2,20.43,0.0,0.5060337641,0.0,26.8,0.8625136692,76.29,0,28.45,1010.3,2.0,3.77,4.336642511367485
3.77,78.55,21.19,0.35,0.5343523494,-0.0099999999999909,27.1,0.8452618332,75.2,0,29.61,1011.5,3.0,2.85,3.62418433519586
2.85,82.67,23.51,3.65,0.9010770213,-0.0300000000000011,27.6,0.4336590846,78.55,0,29.9,1011.2,6.0,1.64,2.5663665575902246
1.64,80.3,23.62,2.48,0.6401096995,-0.0400000000000062,28.6,0.7682835236,82.67,0,30.3,1010.8,5.0,2.31,2.817406414407149
2.31,83.6,23.21,5.67,0.5313985795,0.0,28.4,0.8471219214,80.3,0,30.35,1010.2,4.0,3.93,3.969749384187229
3.93,83.29,23.6,2.6,0.5105429179,0.1099999999999994,29.4,0.8598522716,83.6,0,30.18,1010.6,5.0,4.94,4.059551846400402
4.94,83.76,23.66,2.18,0.4632960351,0.0400000000000062,29.2,0.8862035792,83.29,0,30.1,1011.6,5.0,5.16,5.287239493224407
5.16,86.85,24.16,7.41,0.4954586684,-0.0300000000000011,29.6,0.8686315144,83.76,0,29.95,1012.2,6.0,5.46,5.489784579613874
5.46,85.19,24.17,1.05,0.5920131788,-0.0600000000000022,29.4,0.8059282822,86.85,0,30.01,1012.0,5.0,5.13,5.326372970629909
5.13,83.81,23.61,0.15,0.5372996083,0.019999999999996,29.7,0.8433914458,85.19,0,30.25,1010.8,2.0,5.46,5.428694787806649
5.46,81.81,22.64,0.03,0.5,0.1000000000000085,29.2,0.8660254038,83.81,0,29.77,1010.8,4.0,4.92,5.555190548511448
4.92,77.87,22.22,0.09,0.557745109,-0.0500000000000113,28.6,0.8300122851,81.81,0,29.75,1011.4,2.0,4.24,4.9821680897614575
4.24,77.4,22.56,0.29,0.6573752458,0.0200000000000102,27.4,0.7535633923,77.87,0,29.31,1011.2,4.0,2.24,4.023032627414822
2.24,74.77,23.5,0.29,0.8461931661,0.0699999999999931,26.8,0.5328762761,77.4,0,29.53,1011.7,3.0,1.05,1.5195231174942994
1.05,73.47,21.9,0.16,0.6908824111,0.019999999999996,27.1,0.7229671459,74.77,0,29.8,1012.6,3.0,2.21,2.4351420297922073
2.21,75.65,22.0,0.09,0.8048937974,-0.0699999999999931,28.1,0.5934188866,73.47,0,29.67,1012.2,3.0,2.56,2.8742618960925457
2.56,76.9,21.9,0.37,0.8544588301,-0.1299999999999954,27.9,0.5195191119,75.65,0,29.82,1011.4,3.0,2.92,2.686457516973309
2.92,75.61,21.3,0.02,0.849892693,0.0699999999999931,28.6,0.5269557955,76.9,0,29.38,1010.2,2.0,3.51,3.322815369158128
3.51,73.88,22.13,0.05,0.7217602281,0.1700000000000017,28.2,0.6921431739,75.61,0,29.62,1010.9,2.0,3.29,3.43344887229646
